Legend:

1-P =,Untitled 1 Process
1-A =,Untitled 1 Ambient
2-P =,Untitled 2 Process
2-A =,Untitled 2 Ambient


Interval:,10,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
7375,28/05/2019,10:30:50,21.7,17.3,22.1,18.7
7376,28/05/2019,10:31:00,21.7,17.3,22.1,18.7
7377,28/05/2019,10:31:10,21.8,17.3,22.1,18.7
7378,28/05/2019,10:31:20,21.8,17.3,22.1,18.7
7379,28/05/2019,10:31:30,21.7,17.3,22.1,18.8
7380,28/05/2019,10:31:40,21.7,17.3,22.2,18.8
7381,28/05/2019,10:31:50,21.7,17.3,22.2,18.8
7382,28/05/2019,10:32:00,21.7,17.3,22.1,18.8
7383,28/05/2019,10:32:10,21.7,17.3,22.1,18.8
7384,28/05/2019,10:32:20,21.7,17.3,22.1,18.8
7385,28/05/2019,10:32:30,21.7,17.3,22.1,18.8
7386,28/05/2019,10:32:40,21.7,17.3,22.1,18.8
7387,28/05/2019,10:32:50,21.7,17.3,22.1,18.8
7388,28/05/2019,10:33:00,21.7,17.3,22.1,18.8
7389,28/05/2019,10:33:10,21.7,17.3,22.1,18.8
7390,28/05/2019,10:33:20,21.7,17.3,22.1,18.8
7391,28/05/2019,10:33:30,21.7,17.3,22.1,18.8
7392,28/05/2019,10:33:40,21.7,17.3,22.1,18.8
7393,28/05/2019,10:33:50,21.7,17.3,22.1,18.8
7394,28/05/2019,10:34:00,21.7,17.3,22.1,18.8
7395,28/05/2019,10:34:10,21.7,17.3,22.2,18.8
7396,28/05/2019,10:34:20,21.7,17.3,22.2,18.8
7397,28/05/2019,10:34:30,21.7,17.3,22.2,18.8
7398,28/05/2019,10:34:40,21.7,17.3,22.1,18.8
7399,28/05/2019,10:34:50,21.7,17.3,22.1,18.8
7400,28/05/2019,10:35:00,21.7,17.3,22.1,18.8
7401,28/05/2019,10:35:10,21.7,17.3,22.1,18.8
7402,28/05/2019,10:35:20,21.7,17.3,22.1,18.8
7403,28/05/2019,10:35:30,21.7,17.3,22.1,18.8
7404,28/05/2019,10:35:40,21.7,17.3,22.1,18.8
7405,28/05/2019,10:35:50,21.7,17.3,22.1,18.8
7406,28/05/2019,10:36:00,21.7,17.3,22.1,18.8
7407,28/05/2019,10:36:10,21.8,17.3,22.1,18.8
7408,28/05/2019,10:36:20,21.8,17.3,22.1,18.8
7409,28/05/2019,10:36:30,21.7,17.2,22.1,18.8
7410,28/05/2019,10:36:40,21.7,17.2,22.1,18.8
7411,28/05/2019,10:36:50,21.7,17.2,22.1,18.8
7412,28/05/2019,10:37:00,21.6,17.2,22.1,18.8
7413,28/05/2019,10:37:10,21.7,17.2,22.1,18.8
7414,28/05/2019,10:37:20,21.7,17.2,22.1,18.8
7415,28/05/2019,10:37:30,21.7,17.2,22.1,18.8
7416,28/05/2019,10:37:40,21.7,17.2,22.1,18.8
7417,28/05/2019,10:37:50,21.7,17.2,22.1,18.8
7418,28/05/2019,10:38:00,21.7,17.2,22.1,18.8
7419,28/05/2019,10:38:10,21.7,17.2,22.1,18.8
7420,28/05/2019,10:38:20,21.7,17.2,22.1,18.8
7421,28/05/2019,10:38:30,21.7,17.2,22.1,18.7
7422,28/05/2019,10:38:40,21.7,17.2,22.1,18.8
7423,28/05/2019,10:38:50,21.7,17.2,22.1,18.8
7424,28/05/2019,10:39:00,21.7,17.2,22.1,18.7
7425,28/05/2019,10:39:10,21.7,17.2,22.1,18.8
7426,28/05/2019,10:39:20,21.7,17.2,22.1,18.8
7427,28/05/2019,10:39:30,21.7,17.2,22.1,18.8
7428,28/05/2019,10:39:40,21.7,17.2,22.1,18.8
7429,28/05/2019,10:39:50,21.7,17.2,22.1,18.8
7430,28/05/2019,10:40:00,21.7,17.2,22.1,18.7
7431,28/05/2019,10:40:10,21.7,17.2,22.0,18.7
7432,28/05/2019,10:40:20,21.7,17.2,22.0,18.7
7433,28/05/2019,10:40:30,21.7,17.2,22.0,18.7
7434,28/05/2019,10:40:40,21.7,17.2,22.0,18.7
7435,28/05/2019,10:40:50,21.7,17.2,22.0,18.7
7436,28/05/2019,10:41:00,21.7,17.2,22.0,18.7
7437,28/05/2019,10:41:10,21.7,17.2,22.0,18.7
7438,28/05/2019,10:41:20,21.7,17.3,22.0,18.7
7439,28/05/2019,10:41:30,21.7,17.3,22.1,18.7
7440,28/05/2019,10:41:40,21.7,17.3,22.1,18.7
7441,28/05/2019,10:41:50,21.7,17.3,22.1,18.7
7442,28/05/2019,10:42:00,21.7,17.3,22.1,18.7
7443,28/05/2019,10:42:10,21.7,17.3,22.1,18.7
7444,28/05/2019,10:42:20,21.7,17.3,22.1,18.7
7445,28/05/2019,10:42:30,21.7,17.3,22.1,18.7
7446,28/05/2019,10:42:40,21.7,17.3,22.1,18.8
7447,28/05/2019,10:42:50,21.7,17.3,22.2,18.8
7448,28/05/2019,10:43:00,21.7,17.3,22.2,18.8
7449,28/05/2019,10:43:10,21.7,17.3,22.2,18.8
7450,28/05/2019,10:43:20,21.7,17.3,22.2,18.8
7451,28/05/2019,10:43:30,21.7,17.3,22.2,18.8
7452,28/05/2019,10:43:40,21.7,17.3,22.1,18.8
7453,28/05/2019,10:43:50,21.7,17.3,22.1,18.8
7454,28/05/2019,10:44:00,21.7,17.3,22.1,18.8
7455,28/05/2019,10:44:10,21.7,17.3,22.1,18.8
7456,28/05/2019,10:44:20,21.7,17.3,22.1,18.8
7457,28/05/2019,10:44:30,21.7,17.3,22.1,18.8
7458,28/05/2019,10:44:40,21.8,17.3,22.1,18.8
7459,28/05/2019,10:44:50,21.7,17.3,22.1,18.8
7460,28/05/2019,10:45:00,21.7,17.3,22.1,18.8
7461,28/05/2019,10:45:10,21.7,17.4,22.1,18.8
7462,28/05/2019,10:45:20,21.7,17.4,22.1,18.8
7463,28/05/2019,10:45:30,21.7,17.4,22.1,18.8
7464,28/05/2019,10:45:40,21.7,17.4,22.1,18.8
7465,28/05/2019,10:45:50,21.7,17.4,22.1,18.8
7466,28/05/2019,10:46:00,21.7,17.4,22.1,18.8
7467,28/05/2019,10:46:10,21.7,17.4,22.1,18.8
7468,28/05/2019,10:46:20,21.7,17.4,22.1,18.8
7469,28/05/2019,10:46:30,21.7,17.4,22.1,18.8
7470,28/05/2019,10:46:40,21.7,17.4,22.1,18.8
7471,28/05/2019,10:46:50,21.8,17.4,22.1,18.8
7472,28/05/2019,10:47:00,21.7,17.4,22.1,18.8
7473,28/05/2019,10:47:10,21.7,17.4,22.2,18.9
7474,28/05/2019,10:47:20,21.7,17.4,22.1,18.9
7475,28/05/2019,10:47:30,21.7,17.4,22.2,18.9
7476,28/05/2019,10:47:40,21.7,17.4,22.2,18.9
7477,28/05/2019,10:47:50,21.7,17.4,22.2,18.9
7478,28/05/2019,10:48:00,21.7,17.4,22.2,18.9
7479,28/05/2019,10:48:10,21.7,17.4,22.2,18.9
7480,28/05/2019,10:48:20,21.7,17.4,22.1,18.9
7481,28/05/2019,10:48:30,21.7,17.4,22.1,18.9
7482,28/05/2019,10:48:40,21.7,17.4,22.1,18.9
7483,28/05/2019,10:48:50,21.7,17.4,22.1,18.9
7484,28/05/2019,10:49:00,21.7,17.4,22.1,18.9
7485,28/05/2019,10:49:10,21.8,17.5,22.1,18.9
7486,28/05/2019,10:49:20,21.8,17.5,22.1,18.9
7487,28/05/2019,10:49:30,21.8,17.5,22.1,18.9
7488,28/05/2019,10:49:40,21.7,17.5,22.1,18.9
7489,28/05/2019,10:49:50,21.8,17.5,22.1,18.9
7490,28/05/2019,10:50:00,21.8,17.5,22.1,18.9
7491,28/05/2019,10:50:10,21.7,17.4,22.1,18.9
7492,28/05/2019,10:50:20,21.7,17.4,22.1,18.9
7493,28/05/2019,10:50:30,21.7,17.4,22.1,18.9
7494,28/05/2019,10:50:40,21.7,17.4,22.1,18.9
7495,28/05/2019,10:50:50,21.7,17.4,22.1,18.9
7496,28/05/2019,10:51:00,21.7,17.4,22.1,18.9
7497,28/05/2019,10:51:10,21.6,17.4,22.1,18.9
7498,28/05/2019,10:51:20,21.7,17.4,22.1,18.9
7499,28/05/2019,10:51:30,21.7,17.4,22.1,18.9
7500,28/05/2019,10:51:40,21.7,17.4,22.1,18.9
7501,28/05/2019,10:51:50,21.7,17.4,22.1,18.9
7502,28/05/2019,10:52:00,21.7,17.4,22.1,18.9
7503,28/05/2019,10:52:10,21.7,17.4,22.1,18.9
7504,28/05/2019,10:52:20,21.7,17.4,22.1,18.9
7505,28/05/2019,10:52:30,21.7,17.5,22.1,18.9
7506,28/05/2019,10:52:40,21.8,17.5,22.1,18.9
7507,28/05/2019,10:52:50,21.8,17.5,22.1,18.9
7508,28/05/2019,10:53:00,21.8,17.5,22.0,18.9
7509,28/05/2019,10:53:10,21.7,17.5,22.1,19.0
7510,28/05/2019,10:53:20,21.7,17.5,22.1,19.0
7511,28/05/2019,10:53:30,21.7,17.6,22.1,19.0
7512,28/05/2019,10:53:40,21.8,17.6,22.2,19.0
7513,28/05/2019,10:53:50,21.8,17.7,22.1,19.1
7514,28/05/2019,10:54:00,21.8,17.8,22.1,19.1
7515,28/05/2019,10:54:10,21.8,17.8,22.1,19.1
7516,28/05/2019,10:54:20,21.8,17.8,22.1,19.1
7517,28/05/2019,10:54:30,21.8,17.8,22.1,19.1
7518,28/05/2019,10:54:40,21.8,17.8,22.1,19.1
7519,28/05/2019,10:54:50,21.7,17.8,22.1,19.1
7520,28/05/2019,10:55:00,21.7,17.8,22.1,19.1
7521,28/05/2019,10:55:10,21.7,17.8,22.1,19.1
7522,28/05/2019,10:55:20,21.7,17.8,22.1,19.1
7523,28/05/2019,10:55:30,21.7,17.8,22.1,19.1
7524,28/05/2019,10:55:40,21.7,17.8,22.1,19.0
7525,28/05/2019,10:55:50,21.7,17.8,22.1,19.0
7526,28/05/2019,10:56:00,21.7,17.8,22.1,19.0
7527,28/05/2019,10:56:10,21.7,17.8,22.1,19.0
7528,28/05/2019,10:56:20,21.7,17.8,22.1,19.0
7529,28/05/2019,10:56:30,21.7,17.8,22.1,19.0
7530,28/05/2019,10:56:40,21.7,17.8,22.1,19.0
7531,28/05/2019,10:56:50,21.7,17.7,22.1,19.0
7532,28/05/2019,10:57:00,21.7,17.7,22.1,19.0
7533,28/05/2019,10:57:10,21.7,17.7,22.0,18.9
7534,28/05/2019,10:57:20,21.7,17.7,22.0,18.9
7535,28/05/2019,10:57:30,21.7,17.7,22.0,18.9
7536,28/05/2019,10:57:40,21.6,17.7,22.0,18.9
7537,28/05/2019,10:57:50,21.6,17.7,22.1,18.9
7538,28/05/2019,10:58:00,21.6,17.7,22.1,18.9
7539,28/05/2019,10:58:10,21.7,17.7,22.1,18.9
7540,28/05/2019,10:58:20,21.7,17.7,22.1,18.9
7541,28/05/2019,10:58:30,21.7,17.7,22.1,18.9
7542,28/05/2019,10:58:40,21.7,17.7,22.1,18.9
7543,28/05/2019,10:58:50,21.7,17.7,22.1,18.9
7544,28/05/2019,10:59:00,21.7,17.7,22.1,18.9
7545,28/05/2019,10:59:10,21.7,17.7,22.1,18.9
7546,28/05/2019,10:59:20,21.7,17.7,22.1,18.9
7547,28/05/2019,10:59:30,21.7,17.6,22.1,18.9
7548,28/05/2019,10:59:40,21.6,17.6,22.1,18.9
7549,28/05/2019,10:59:50,21.6,17.6,22.2,18.9
7550,28/05/2019,11:00:00,21.6,17.6,22.2,18.8
7551,28/05/2019,11:00:10,21.6,17.6,22.1,18.8
7552,28/05/2019,11:00:20,21.7,17.6,22.1,18.8
7553,28/05/2019,11:00:30,21.7,17.6,22.1,18.8
7554,28/05/2019,11:00:40,21.7,17.6,22.1,18.8
7555,28/05/2019,11:00:50,21.7,17.6,22.2,18.8
7556,28/05/2019,11:01:00,21.7,17.6,22.1,18.8
7557,28/05/2019,11:01:10,21.7,17.6,22.1,18.8
7558,28/05/2019,11:01:20,21.7,17.6,22.1,18.8
7559,28/05/2019,11:01:30,21.7,17.6,22.1,18.8
7560,28/05/2019,11:01:40,21.7,17.6,22.2,18.8
7561,28/05/2019,11:01:50,21.7,17.6,22.2,18.8
7562,28/05/2019,11:02:00,21.7,17.6,22.1,18.8
7563,28/05/2019,11:02:10,21.7,17.6,22.1,18.8
7564,28/05/2019,11:02:20,21.7,17.6,22.1,18.7
7565,28/05/2019,11:02:30,21.7,17.6,22.1,18.7
7566,28/05/2019,11:02:40,21.7,17.6,22.1,18.7
7567,28/05/2019,11:02:50,21.7,17.6,22.1,18.7
7568,28/05/2019,11:03:00,21.7,17.6,22.1,18.7
7569,28/05/2019,11:03:10,21.7,17.6,22.1,18.7
7570,28/05/2019,11:03:20,21.7,17.5,22.1,18.7
7571,28/05/2019,11:03:30,21.7,17.5,22.1,18.7
7572,28/05/2019,11:03:40,21.7,17.5,22.1,18.7
7573,28/05/2019,11:03:50,21.7,17.5,22.1,18.7
7574,28/05/2019,11:04:00,21.7,17.5,22.1,18.7
7575,28/05/2019,11:04:10,21.7,17.5,22.1,18.7
7576,28/05/2019,11:04:20,21.7,17.5,22.1,18.7
7577,28/05/2019,11:04:30,21.7,17.5,22.1,18.7
7578,28/05/2019,11:04:40,21.7,17.5,22.1,18.7
7579,28/05/2019,11:04:50,21.7,17.5,22.1,18.7
7580,28/05/2019,11:05:00,21.7,17.5,22.1,18.7
7581,28/05/2019,11:05:10,21.7,17.5,22.1,18.7
7582,28/05/2019,11:05:20,21.8,17.5,22.1,18.6
7583,28/05/2019,11:05:30,21.8,17.5,22.0,18.6
7584,28/05/2019,11:05:40,21.7,17.5,22.0,18.6
7585,28/05/2019,11:05:50,21.7,17.5,22.0,18.6
7586,28/05/2019,11:06:00,21.7,17.5,22.0,18.6
7587,28/05/2019,11:06:10,21.7,17.5,22.0,18.6
7588,28/05/2019,11:06:20,21.7,17.5,22.0,18.6
7589,28/05/2019,11:06:30,21.8,17.5,22.0,18.6
7590,28/05/2019,11:06:40,21.7,17.5,22.0,18.6
7591,28/05/2019,11:06:50,21.7,17.4,22.0,18.6
7592,28/05/2019,11:07:00,21.7,17.4,22.0,18.6
7593,28/05/2019,11:07:10,21.7,17.4,22.0,18.6
7594,28/05/2019,11:07:20,21.7,17.4,22.0,18.6
7595,28/05/2019,11:07:30,21.7,17.4,22.0,18.6
7596,28/05/2019,11:07:40,21.7,17.4,22.1,18.6
7597,28/05/2019,11:07:50,21.7,17.4,22.1,18.6
7598,28/05/2019,11:08:00,21.7,17.4,22.1,18.6
7599,28/05/2019,11:08:10,21.7,17.4,22.1,18.6
7600,28/05/2019,11:08:20,21.7,17.4,22.0,18.6
7601,28/05/2019,11:08:30,21.7,17.4,22.0,18.6
7602,28/05/2019,11:08:40,21.7,17.4,22.0,18.6
7603,28/05/2019,11:08:50,21.7,17.4,22.0,18.6
7604,28/05/2019,11:09:00,21.7,17.4,22.1,18.6
7605,28/05/2019,11:09:10,21.7,17.4,22.1,18.6
7606,28/05/2019,11:09:20,21.7,17.4,22.1,18.6
7607,28/05/2019,11:09:30,21.7,17.4,22.1,18.6
7608,28/05/2019,11:09:40,21.7,17.4,22.1,18.6
7609,28/05/2019,11:09:50,21.7,17.4,22.1,18.6
7610,28/05/2019,11:10:00,21.7,17.4,22.1,18.6
7611,28/05/2019,11:10:10,21.7,17.4,22.1,18.6
7612,28/05/2019,11:10:20,21.7,17.4,22.1,18.6
7613,28/05/2019,11:10:30,21.7,17.4,22.1,18.5
7614,28/05/2019,11:10:40,21.7,17.4,22.0,18.5
7615,28/05/2019,11:10:50,21.7,17.4,22.0,18.5
7616,28/05/2019,11:11:00,21.7,17.4,22.0,18.5
7617,28/05/2019,11:11:10,21.7,17.4,22.0,18.5
7618,28/05/2019,11:11:20,21.7,17.4,22.1,18.5
7619,28/05/2019,11:11:30,21.7,17.4,22.1,18.5
7620,28/05/2019,11:11:40,21.7,17.4,22.1,18.5
7621,28/05/2019,11:11:50,21.7,17.4,22.1,18.5
7622,28/05/2019,11:12:00,21.7,17.4,22.1,18.5
7623,28/05/2019,11:12:10,21.7,17.4,22.1,18.5
7624,28/05/2019,11:12:20,21.7,17.4,22.1,18.5
7625,28/05/2019,11:12:30,21.7,17.4,22.1,18.5
7626,28/05/2019,11:12:40,21.7,17.4,22.1,18.5
7627,28/05/2019,11:12:50,21.8,17.4,22.1,18.5
7628,28/05/2019,11:13:00,21.7,17.4,22.1,18.5
7629,28/05/2019,11:13:10,21.7,17.4,22.1,18.5
7630,28/05/2019,11:13:20,21.7,17.4,22.1,18.5
7631,28/05/2019,11:13:30,21.7,17.4,22.1,18.5
7632,28/05/2019,11:13:40,21.7,17.4,22.1,18.5
7633,28/05/2019,11:13:50,21.7,17.4,22.1,18.5
7634,28/05/2019,11:14:00,21.7,17.4,22.1,18.5
7635,28/05/2019,11:14:10,21.7,17.4,22.1,18.5
7636,28/05/2019,11:14:20,21.7,17.4,22.1,18.5
7637,28/05/2019,11:14:30,21.7,17.5,22.1,18.5
7638,28/05/2019,11:14:40,21.7,17.5,22.1,18.5
7639,28/05/2019,11:14:50,21.7,17.5,22.0,18.5
7640,28/05/2019,11:15:00,21.7,17.5,22.0,18.5
7641,28/05/2019,11:15:10,21.7,17.5,22.0,18.5
7642,28/05/2019,11:15:20,21.7,17.5,22.0,18.5
7643,28/05/2019,11:15:30,21.7,17.5,22.0,18.5
7644,28/05/2019,11:15:40,21.7,17.5,22.0,18.5
7645,28/05/2019,11:15:50,21.7,17.5,22.0,18.5
7646,28/05/2019,11:16:00,21.7,17.5,22.1,18.5
7647,28/05/2019,11:16:10,21.7,17.5,22.0,18.6
7648,28/05/2019,11:16:20,21.6,17.5,22.0,18.6
7649,28/05/2019,11:16:30,21.7,17.5,22.1,18.6
7650,28/05/2019,11:16:40,21.7,17.5,22.0,18.6
7651,28/05/2019,11:16:50,21.7,17.5,22.0,18.6
7652,28/05/2019,11:17:00,21.7,17.5,22.0,18.6
7653,28/05/2019,11:17:10,21.7,17.6,22.0,18.6
7654,28/05/2019,11:17:20,21.7,17.6,22.0,18.6
7655,28/05/2019,11:17:30,21.7,17.6,22.0,18.6
7656,28/05/2019,11:17:40,21.7,17.6,22.0,18.6
7657,28/05/2019,11:17:50,21.7,17.6,22.0,18.6
7658,28/05/2019,11:18:00,21.7,17.6,22.0,18.6
7659,28/05/2019,11:18:10,21.7,17.6,22.0,18.6
7660,28/05/2019,11:18:20,21.7,17.6,22.0,18.6
7661,28/05/2019,11:18:30,21.7,17.6,22.0,18.6
7662,28/05/2019,11:18:40,21.7,17.6,22.0,18.6
7663,28/05/2019,11:18:50,21.7,17.6,22.0,18.6
7664,28/05/2019,11:19:00,21.7,17.6,22.0,18.6
7665,28/05/2019,11:19:10,21.7,17.6,22.0,18.6
7666,28/05/2019,11:19:20,21.7,17.6,22.0,18.6
7667,28/05/2019,11:19:30,21.7,17.6,22.0,18.6
7668,28/05/2019,11:19:40,21.7,17.6,22.0,18.6
7669,28/05/2019,11:19:50,21.6,17.6,22.0,18.6
7670,28/05/2019,11:20:00,21.6,17.6,22.0,18.6
7671,28/05/2019,11:20:10,21.6,17.6,22.0,18.6
7672,28/05/2019,11:20:20,21.6,17.6,22.0,18.6
7673,28/05/2019,11:20:30,21.7,17.6,22.0,18.6
7674,28/05/2019,11:20:40,21.7,17.6,22.0,18.6
7675,28/05/2019,11:20:50,21.7,17.6,22.0,18.6
7676,28/05/2019,11:21:00,21.7,17.7,22.0,18.6
7677,28/05/2019,11:21:10,21.7,17.7,22.1,18.7
7678,28/05/2019,11:21:20,21.7,17.7,22.1,18.7
7679,28/05/2019,11:21:30,21.7,17.7,22.1,18.7
7680,28/05/2019,11:21:40,21.7,17.7,22.1,18.7
7681,28/05/2019,11:21:50,21.7,17.7,22.1,18.7
7682,28/05/2019,11:22:00,21.7,17.7,22.1,18.7
7683,28/05/2019,11:22:10,21.7,17.7,22.1,18.7
7684,28/05/2019,11:22:20,21.7,17.7,22.1,18.7
7685,28/05/2019,11:22:30,21.7,17.7,22.1,18.7
7686,28/05/2019,11:22:40,21.7,17.7,22.1,18.7
7687,28/05/2019,11:22:50,21.7,17.7,22.1,18.7
7688,28/05/2019,11:23:00,21.7,17.7,22.1,18.7
7689,28/05/2019,11:23:10,21.7,17.7,22.1,18.7
7690,28/05/2019,11:23:20,21.7,17.7,22.0,18.7
7691,28/05/2019,11:23:30,21.7,17.7,22.0,18.7
7692,28/05/2019,11:23:40,21.7,17.7,22.0,18.7
7693,28/05/2019,11:23:50,21.7,17.7,22.0,18.7
7694,28/05/2019,11:24:00,21.7,17.7,22.0,18.7
7695,28/05/2019,11:24:10,21.7,17.7,22.0,18.7
7696,28/05/2019,11:24:20,21.7,17.7,22.0,18.7
7697,28/05/2019,11:24:30,21.6,17.7,22.0,18.7
7698,28/05/2019,11:24:40,21.6,17.7,22.0,18.7
7699,28/05/2019,11:24:50,21.6,17.7,22.0,18.7
7700,28/05/2019,11:25:00,21.6,17.7,22.0,18.7
7701,28/05/2019,11:25:10,21.6,17.7,22.0,18.7
7702,28/05/2019,11:25:20,21.6,17.7,22.0,18.7
7703,28/05/2019,11:25:30,21.6,17.7,22.1,18.7
7704,28/05/2019,11:25:40,21.7,17.7,22.1,18.8
7705,28/05/2019,11:25:50,21.7,17.7,22.1,18.8
7706,28/05/2019,11:26:00,21.6,17.7,22.1,18.8
7707,28/05/2019,11:26:10,21.6,17.7,22.1,18.8
7708,28/05/2019,11:26:20,21.6,17.7,22.1,18.8
7709,28/05/2019,11:26:30,21.6,17.7,22.1,18.8
7710,28/05/2019,11:26:40,21.6,17.7,22.1,18.8
7711,28/05/2019,11:26:50,21.6,17.7,22.1,18.8
7712,28/05/2019,11:27:00,21.6,17.7,22.1,18.8
7713,28/05/2019,11:27:10,21.6,17.7,22.0,18.8
7714,28/05/2019,11:27:20,21.6,17.7,22.0,18.8
7715,28/05/2019,11:27:30,21.6,17.7,22.0,18.8
7716,28/05/2019,11:27:40,21.6,17.7,22.0,18.8
7717,28/05/2019,11:27:50,21.6,17.7,22.0,18.8
7718,28/05/2019,11:28:00,21.6,17.7,22.1,18.8
7719,28/05/2019,11:28:10,21.6,17.7,22.1,18.8
7720,28/05/2019,11:28:20,21.6,17.7,22.0,18.8
7721,28/05/2019,11:28:30,21.6,17.7,22.0,18.8
7722,28/05/2019,11:28:40,21.7,17.7,22.0,18.8
7723,28/05/2019,11:28:50,21.7,17.7,22.0,18.8
7724,28/05/2019,11:29:00,21.7,17.7,22.0,18.8
7725,28/05/2019,11:29:10,21.7,17.7,22.0,18.8
7726,28/05/2019,11:29:20,21.6,17.7,22.0,18.8
7727,28/05/2019,11:29:30,21.6,17.7,22.0,18.8
7728,28/05/2019,11:29:40,21.6,17.7,22.0,18.8
7729,28/05/2019,11:29:50,21.6,17.7,22.0,18.8
7730,28/05/2019,11:30:00,21.6,17.7,22.0,18.8
7731,28/05/2019,11:30:10,21.6,17.7,22.1,18.9
7732,28/05/2019,11:30:20,21.6,17.7,22.1,18.9
7733,28/05/2019,11:30:30,21.6,17.7,22.1,18.9
7734,28/05/2019,11:30:40,21.6,17.7,22.1,18.9
7735,28/05/2019,11:30:50,21.6,17.7,22.1,18.9
7736,28/05/2019,11:31:00,21.6,17.7,22.1,18.9
7737,28/05/2019,11:31:10,21.6,17.7,22.0,18.9
7738,28/05/2019,11:31:20,21.6,17.7,22.0,18.9
7739,28/05/2019,11:31:30,21.6,17.7,22.0,18.9
7740,28/05/2019,11:31:40,21.7,17.7,22.0,18.9
7741,28/05/2019,11:31:50,21.6,17.7,22.0,18.9
7742,28/05/2019,11:32:00,21.6,17.7,22.0,18.9
7743,28/05/2019,11:32:10,21.6,17.7,22.0,18.9
7744,28/05/2019,11:32:20,21.6,17.7,22.0,18.9
7745,28/05/2019,11:32:30,21.6,17.7,22.0,18.9
7746,28/05/2019,11:32:40,21.6,17.7,22.0,18.9
7747,28/05/2019,11:32:50,21.6,17.7,22.0,18.9
7748,28/05/2019,11:33:00,21.6,17.7,22.0,18.9
7749,28/05/2019,11:33:10,21.6,17.7,22.0,18.9
7750,28/05/2019,11:33:20,21.6,17.7,22.0,18.9
7751,28/05/2019,11:33:30,21.6,17.7,22.0,18.9
7752,28/05/2019,11:33:40,21.6,17.7,22.0,18.9
7753,28/05/2019,11:33:50,21.6,17.7,22.0,18.9
7754,28/05/2019,11:34:00,21.6,17.7,22.0,18.9
7755,28/05/2019,11:34:10,21.6,17.7,22.0,18.9
7756,28/05/2019,11:34:20,21.6,17.7,22.0,18.9
7757,28/05/2019,11:34:30,21.6,17.7,22.0,18.9
7758,28/05/2019,11:34:40,21.6,17.7,22.0,18.9
7759,28/05/2019,11:34:50,21.6,17.7,22.0,18.9
7760,28/05/2019,11:35:00,21.6,17.7,22.0,18.9
7761,28/05/2019,11:35:10,21.6,17.7,22.0,18.9
7762,28/05/2019,11:35:20,21.6,17.7,22.0,18.9
7763,28/05/2019,11:35:30,21.6,17.7,22.0,18.9
7764,28/05/2019,11:35:40,21.6,17.7,22.0,18.9
7765,28/05/2019,11:35:50,21.6,17.7,22.0,18.9
7766,28/05/2019,11:36:00,21.6,17.7,22.0,18.9
7767,28/05/2019,11:36:10,21.6,17.7,22.0,18.9
7768,28/05/2019,11:36:20,21.6,17.7,22.0,18.9
7769,28/05/2019,11:36:30,21.6,17.7,22.0,18.9
7770,28/05/2019,11:36:40,21.6,17.7,22.0,18.9
7771,28/05/2019,11:36:50,21.6,17.7,22.0,18.9
7772,28/05/2019,11:37:00,21.6,17.7,22.0,18.9
7773,28/05/2019,11:37:10,21.6,17.7,22.0,18.9
7774,28/05/2019,11:37:20,21.6,17.7,22.0,18.9
7775,28/05/2019,11:37:30,21.6,17.7,22.0,18.9
7776,28/05/2019,11:37:40,21.6,17.7,22.0,18.9
7777,28/05/2019,11:37:50,21.6,17.7,22.0,18.9
7778,28/05/2019,11:38:00,21.6,17.7,22.0,18.9
7779,28/05/2019,11:38:10,21.6,17.7,22.0,18.9
7780,28/05/2019,11:38:20,21.6,17.7,22.0,18.9
7781,28/05/2019,11:38:30,21.6,17.7,22.0,18.9
7782,28/05/2019,11:38:40,21.7,17.7,22.0,18.9
7783,28/05/2019,11:38:50,21.7,17.8,22.0,18.9
7784,28/05/2019,11:39:00,21.7,17.7,22.0,18.9
7785,28/05/2019,11:39:10,21.7,17.8,22.0,18.9
7786,28/05/2019,11:39:20,21.7,17.8,22.0,18.9
7787,28/05/2019,11:39:30,21.7,17.8,22.0,18.9
7788,28/05/2019,11:39:40,21.7,17.8,22.0,18.9
7789,28/05/2019,11:39:50,21.7,17.8,22.0,18.9
7790,28/05/2019,11:40:00,21.7,17.8,22.0,18.9
7791,28/05/2019,11:40:10,21.7,17.8,22.1,19.0
7792,28/05/2019,11:40:20,21.7,17.8,22.1,19.0
7793,28/05/2019,11:40:30,21.7,17.8,22.1,19.0
7794,28/05/2019,11:40:40,21.7,17.8,22.1,19.0
7795,28/05/2019,11:40:50,21.7,17.8,22.1,19.0
7796,28/05/2019,11:41:00,21.7,17.8,22.1,19.0
7797,28/05/2019,11:41:10,21.6,17.8,22.1,19.0
7798,28/05/2019,11:41:20,21.7,17.8,22.1,19.0
7799,28/05/2019,11:41:30,21.7,17.8,22.1,19.0
7800,28/05/2019,11:41:40,21.7,17.8,22.0,19.0
7801,28/05/2019,11:41:50,21.7,17.8,22.0,19.0
7802,28/05/2019,11:42:00,21.7,17.8,22.0,19.0
7803,28/05/2019,11:42:10,21.7,17.8,22.1,19.0
7804,28/05/2019,11:42:20,21.7,17.8,22.1,19.0
7805,28/05/2019,11:42:30,21.7,17.8,22.1,19.0
7806,28/05/2019,11:42:40,21.7,17.8,22.1,19.0
7807,28/05/2019,11:42:50,21.7,17.8,22.1,19.0
