#,SW,SW (t),LW,LW (t),TP (ohm),Temp Probe (*C),TP (t),PT_6 (ohm),PT_6 (*C),PT_6 (t),PT_1 (ohm),PT_1 (*C),PT_1 (t),PT_2 (ohm),PT_2 (*C),PT_2 (t),PT_3 (ohm),PT_3 (*C),PT_3 (t),PT_4 (ohm),PT_4 (*C),PT_4 (t),PT_5 (ohm),PT_5 (*C),PT_5 (t)
628,39.79004,15700.00,58.28467,35:07.7,111.6377,29.90935758,35:08.5,1230.446,31.11234289,35:09.4,1230.032,31.02978444,35:10.2,1220.873,29.19914278,35:11.0,1221.232,29.27104877,35:11.8,1286.407,-308.3521541,35:12.6,1230.629,31.14883093,35:13.5
629,39.78857,15725.00,58.28369,35:32.6,111.6343,29.90058142,35:33.5,1230.406,31.10436694,35:34.3,1229.994,31.0222058,35:35.1,1220.836,29.19173115,35:35.9,1221.199,29.26443955,35:36.8,1286.369,-308.3551641,35:37.6,1230.596,31.14225135,35:38.4
630,39.7876,15750.00,58.28125,35:57.6,111.6318,29.89412838,35:58.4,1230.368,31.09678965,35:59.2,1229.957,31.01482646,36:00.1,1220.797,29.18391875,36:00.9,1221.161,29.25682879,36:01.7,1286.33,-308.3582534,36:02.5,1230.555,31.13407659,36:03.4
631,39.78711,15775.00,58.2793,36:22.5,111.6284,29.88535227,36:23.4,1230.331,31.08941162,36:24.2,1229.919,31.00724754,36:25.0,1220.761,29.17670717,36:25.9,1221.124,29.24941819,36:26.7,1286.291,-308.3613427,36:27.5,1230.52,31.127098,36:28.3
632,39.78467,15800.00,58.27783,36:47.5,111.6265,29.88044798,36:48.3,1230.292,31.08163465,36:49.2,1229.881,30.99966848,36:50.0,1220.723,29.16909481,36:50.8,1221.087,29.24200745,36:51.7,1286.249,-308.3646698,36:52.5,1230.479,31.11892294,36:53.3
633,39.78467,15825.00,58.27734,37:12.5,111.6235,29.87270438,37:13.3,1230.251,31.0734587,37:14.1,1229.842,30.99188984,37:15.0,1220.685,29.16148232,37:15.8,1221.047,29.2339957,37:16.6,1286.21,-308.3677593,37:17.4,1230.442,31.1115453,37:18.3
634,39.78271,15850.00,58.27539,37:37.4,111.6196,29.86263772,37:38.3,1230.215,31.06627968,37:39.1,1229.805,30.98450996,37:39.9,1220.65,29.15447069,37:40.7,1221.012,29.22698529,37:41.5,1286.171,-308.3708488,37:42.4,1230.404,31.10396814,37:43.2
635,39.78271,15875.00,58.27393,38:02.3,111.6172,29.85644287,38:03.2,1230.176,31.05850227,38:04.0,1229.766,30.97673104,38:04.8,1220.609,29.14625692,38:05.6,1220.973,29.21917355,38:06.4,1286.13,-308.3740968,38:07.2,1230.366,31.09639084,38:08.1
636,39.78027,15900.00,58.27197,38:27.2,111.6143,29.84895744,38:28.1,1230.138,31.05092415,38:28.9,1229.731,30.96974982,38:29.7,1220.573,29.13904469,38:30.6,1220.936,29.21176227,38:31.4,1286.09,-308.3772656,38:32.2,1230.329,31.08901281,38:33.0
637,39.78027,15925.00,58.27002,38:52.2,111.6104,29.83889086,38:53.0,1230.101,31.04354531,38:53.8,1229.693,30.96217009,38:54.7,1220.536,29.13163199,38:55.5,1220.9,29.20455118,38:56.3,1286.056,-308.3799592,38:57.2,1230.292,31.08163465,38:58.0
638,39.7793,15950.00,58.27002,39:17.2,111.6074,29.83114735,39:18.0,1230.063,31.03596692,39:18.8,1229.655,30.95459022,39:19.7,1220.498,29.12401881,39:20.5,1220.862,29.19693933,39:21.3,1286.012,-308.3834451,39:22.1,1230.254,31.07405694,39:23.0
639,39.77783,15975.00,58.26807,39:42.1,111.605,29.82495256,39:43.0,1230.023,31.02798951,39:43.8,1229.619,30.94740916,39:44.6,1220.46,29.11640549,39:45.4,1220.826,29.18972798,39:46.3,1285.974,-308.3864556,39:47.1,1230.216,31.0664791,39:47.9
640,39.77686,16000.00,58.26562,40:07.1,111.6025,29.81849966,40:07.9,1229.985,31.02041083,40:08.8,1229.581,30.93982902,40:09.6,1220.421,29.10859168,40:10.4,1220.788,29.18211586,40:11.2,1285.94,-308.3891493,40:12.0,1230.177,31.0587017,40:12.8
641,39.77539,16025.00,58.26416,40:32.0,111.5977,29.80611013,40:32.8,1229.945,31.01243313,40:33.6,1229.544,30.93244823,40:34.5,1220.383,29.10097808,40:35.3,1220.751,29.17470393,40:36.1,1285.897,-308.3925561,40:36.9,1230.14,31.051323,40:37.7
642,39.77441,16050.00,58.2627,40:56.9,111.5967,29.80352898,40:57.7,1229.908,31.00505362,40:58.5,1229.508,30.92526679,40:59.4,1220.346,29.09356471,41:00.2,1220.716,29.16769252,41:01.0,1285.856,-308.3958046,41:01.9,1230.103,31.04394417,41:02.7
643,39.7749,16075.00,58.26172,41:21.9,111.5928,29.79346253,41:22.7,1229.872,30.99787343,41:23.5,1229.471,30.91788574,41:24.3,1220.31,29.08635157,41:25.2,1220.679,29.16028033,41:26.0,1285.815,-308.399053,41:26.8,1230.063,31.03596692,41:27.6
644,39.77197,16100.00,58.25977,41:46.8,111.5908,29.78830026,41:47.6,1229.83,30.98949638,41:48.5,1229.432,30.91010557,41:49.3,1220.27,29.07833682,41:50.1,1220.641,29.15266768,41:50.9,1285.776,-308.4021431,41:51.8,1230.026,31.02858782,41:52.6
645,39.77197,16125.00,58.25879,42:11.8,111.5864,29.77694328,42:12.6,1229.794,30.98231592,42:13.4,1229.396,30.90292375,42:14.3,1220.234,29.07112342,42:15.1,1220.603,29.14505489,42:15.9,1285.736,-308.4053125,42:16.7,1229.989,31.02120859,42:17.5
646,39.76953,16150.00,58.25635,42:36.7,111.584,29.77074859,42:37.5,1229.755,30.97453695,42:38.4,1229.359,30.89554231,42:39.2,1220.195,29.06330876,42:40.0,1220.566,29.1376423,42:40.8,1285.696,-308.4084819,42:41.7,1229.952,31.01382924,42:42.5
647,39.76855,16175.00,58.25439,43:01.7,111.5811,29.76326334,43:02.5,1229.717,30.96695731,43:03.3,1229.319,30.88756222,43:04.1,1220.161,29.05649586,43:04.9,1220.53,29.13042992,43:05.8,1285.658,-308.4114929,43:06.6,1229.915,31.00644975,43:07.4
648,39.76758,16200.00,58.25293,43:26.6,111.5781,29.75552001,43:27.4,1229.679,30.95937752,43:28.2,1229.284,30.88057952,43:29.0,1220.122,29.04868092,43:29.8,1220.492,29.12281672,43:30.6,1285.619,-308.4145831,43:31.5,1229.876,30.99867123,43:32.3
649,39.7666,16225.00,58.25049,43:51.5,111.5757,29.74932535,43:52.3,1229.642,30.95199707,43:53.1,1229.247,30.87319768,43:54.0,1220.085,29.04126662,43:54.8,1220.455,29.11540373,43:55.6,1285.58,-308.4176735,43:56.4,1229.839,30.99129148,43:57.3
650,39.76611,16250.00,58.25049,44:16.4,111.5728,29.74184015,44:17.3,1229.603,30.94421754,44:18.1,1229.208,30.86541668,44:18.9,1220.046,29.0334514,44:19.7,1220.417,29.10779026,44:20.6,1285.543,-308.4206054,44:21.4,1229.801,30.98371213,44:22.2
651,39.76416,16275.00,58.24854,44:41.4,111.5688,29.73151577,44:42.2,1229.566,30.93683683,44:43.0,1229.172,30.85823409,44:43.9,1220.011,29.02643761,44:44.7,1220.381,29.10057736,44:45.5,1285.499,-308.4240921,44:46.4,1229.762,30.97593319,44:47.2
652,39.76318,16300.00,58.24658,45:06.4,111.5654,29.72274007,45:07.2,1229.528,30.92925649,45:08.0,1229.136,30.85105138,45:08.8,1219.97,29.01822132,45:09.7,1220.345,29.09336435,45:10.5,1285.46,-308.4271826,45:11.3,1229.726,30.9687525,45:12.1
653,39.7627,16325.00,58.24512,45:31.3,111.563,29.71654547,45:32.1,1229.49,30.92167603,45:33.0,1229.1,30.84386854,45:33.8,1219.934,29.01100687,45:34.6,1220.311,29.08655194,45:35.4,1285.422,-308.4301939,45:36.3,1229.688,30.96117275,45:37.1
654,39.76074,16350.00,58.24463,45:56.2,111.5605,29.71009278,45:57.1,1229.449,30.91349695,45:57.9,1229.061,30.836087,45:58.7,1219.896,29.00339149,45:59.5,1220.27,29.07833682,46:00.4,1285.381,-308.433443,46:01.2,1229.648,30.95319391,46:02.0
655,39.76025,16375.00,58.24268,46:21.2,111.5566,29.7000266,46:22.0,1229.413,30.90631518,46:22.8,1229.022,30.82830531,46:23.6,1219.858,28.99577597,46:24.5,1220.235,29.07132379,46:25.3,1285.341,-308.4366129,46:26.1,1229.613,30.94621231,46:27.0
656,39.75977,16400.00,58.24072,46:46.1,111.5542,29.69383204,46:47.0,1229.374,30.8985348,46:47.8,1228.985,30.82092254,46:48.6,1219.821,28.98836072,46:49.4,1220.199,29.06411027,46:50.3,1285.302,-308.4397036,46:51.1,1229.577,30.93903111,46:51.9
657,39.75684,16425.00,58.23975,47:11.1,111.5508,29.68505643,47:11.9,1229.337,30.89115328,47:12.8,1228.949,30.81373919,47:13.6,1219.782,28.98054451,47:14.4,1220.162,29.05669624,47:15.2,1285.264,-308.4427152,47:16.1,1229.539,30.93145081,47:16.9
658,39.75732,16450.00,58.23779,47:36.1,111.5483,29.6786038,47:36.9,1229.297,30.88317311,47:37.7,1228.911,30.80615663,47:38.6,1219.747,28.97352984,47:39.4,1220.122,29.04868092,47:40.2,1285.225,-308.445806,47:41.0,1229.499,30.92347141,47:41.8
659,39.75635,16475.00,58.23633,48:01.0,111.5449,29.66982823,48:01.8,1229.26,30.87579131,48:02.7,1228.876,30.79917256,48:03.5,1219.71,28.9661142,48:04.3,1220.087,29.0416674,48:05.1,1285.186,-308.4488969,48:06.0,1229.466,30.91688829,48:06.8
660,39.75488,16500.00,58.23486,48:25.9,111.5415,29.66105269,48:26.7,1229.221,30.86801036,48:27.6,1228.838,30.79158974,48:28.4,1219.674,28.95889885,48:29.2,1220.05,29.03425297,48:30.0,1285.146,-308.4520671,48:30.9,1229.426,30.90890861,48:31.7
661,39.75342,16525.00,58.2334,48:50.8,111.54,29.65718113,48:51.7,1229.183,30.86042878,48:52.5,1228.8,30.78400677,48:53.3,1219.637,28.95148295,48:54.1,1220.011,29.02643761,48:55.0,1285.105,-308.4553166,48:55.8,1229.388,30.90132777,48:56.6
662,39.75293,16550.00,58.23193,49:15.8,111.5361,29.64711511,49:16.6,1229.146,30.85304659,49:17.5,1228.763,30.77662323,49:18.3,1219.599,28.94386648,49:19.1,1219.974,29.01902291,49:19.9,1285.068,-308.4582492,49:20.8,1229.351,30.8939463,49:21.6
663,39.75195,16575.00,58.22949,49:40.8,111.5337,29.64092064,49:41.6,1229.107,30.84526521,49:42.4,1228.725,30.76903999,49:43.3,1219.559,28.93584899,49:44.1,1219.937,29.01160808,49:44.9,1285.03,-308.461261,49:45.7,1229.313,30.88636519,49:46.6
664,39.75049,16600.00,58.22949,50:05.8,111.5298,29.63085467,50:06.6,1229.071,30.83808228,50:07.4,1228.688,30.76165618,50:08.3,1219.522,28.92843268,50:09.1,1219.901,29.00439352,50:09.9,1284.994,-308.4641144,50:10.7,1229.276,30.87898346,50:11.5
665,39.74902,16625.00,58.22607,50:30.7,111.5278,29.62569264,50:31.5,1229.032,30.83030062,50:32.4,1228.649,30.75387311,50:33.2,1219.483,28.92061535,50:34.0,1219.864,28.99697843,50:34.8,1284.949,-308.4676812,50:35.6,1229.237,30.87120256,50:36.5
666,39.74902,16650.00,58.22559,50:55.6,111.5249,29.61820771,50:56.5,1228.992,30.82231929,50:57.3,1228.616,30.74728731,50:58.1,1219.446,28.91319876,50:58.9,1219.831,28.99036486,50:59.8,1284.911,-308.4706932,51:00.6,1229.2,30.86382056,51:01.4
667,39.74756,16675.00,58.22363,51:20.6,111.5215,29.6094323,51:21.4,1228.954,30.81473688,51:22.2,1228.578,30.73970354,51:23.0,1219.409,28.90578205,51:23.9,1219.789,28.98194743,51:24.7,1284.868,-308.4741016,51:25.5,1229.159,30.85564035,51:26.3
668,39.74609,16700.00,58.22168,51:45.5,111.5186,29.6019474,51:46.3,1228.916,30.80715434,51:47.2,1228.542,30.73251879,51:48.0,1219.372,28.8983652,51:48.8,1219.756,28.97533362,51:49.7,1284.83,-308.4771137,51:50.5,1229.126,30.84905616,51:51.3
669,39.74561,16725.00,58.21973,52:10.5,111.5156,29.59420443,52:11.3,1228.878,30.79957166,52:12.1,1228.505,30.72513434,52:13.0,1219.335,28.89094822,52:13.8,1219.717,28.96751717,52:14.6,1284.793,-308.4800466,52:15.4,1229.09,30.84187329,52:16.3
670,39.74316,16750.00,58.21924,52:35.4,111.5117,29.58413859,52:36.3,1228.841,30.79218839,52:37.1,1228.467,30.71755017,52:37.9,1219.297,28.88333065,52:38.7,1219.681,28.96030184,52:39.6,1284.753,-308.4832174,52:40.4,1229.053,30.83449076,52:41.2
671,39.74316,16775.00,58.21729,53:00.4,111.5088,29.57665375,53:01.2,1228.803,30.78460543,53:02.0,1228.429,30.70996586,53:02.8,1219.26,28.8759134,53:03.7,1219.643,28.95268554,53:04.5,1284.714,-308.4863089,53:05.3,1229.013,30.82650951,53:06.1
672,39.74316,16800.00,58.21582,53:25.3,111.5059,29.56916893,53:26.1,1228.766,30.7772219,53:26.9,1228.394,30.70298019,53:27.8,1219.223,28.86849602,53:28.6,1219.607,28.94546996,53:29.4,1284.673,-308.4895591,53:30.2,1228.975,30.81892718,53:31.0
673,39.74072,16825.00,58.21436,53:50.2,111.5034,29.56271651,53:51.0,1228.727,30.76943911,53:51.8,1228.353,30.69479683,53:52.7,1219.188,28.86147946,53:53.5,1219.569,28.93785338,53:54.3,1284.636,-308.4924922,53:55.1,1228.938,30.81154425,53:56.0
674,39.74023,16850.00,58.21289,54:15.1,111.5005,29.55523172,54:15.9,1228.69,30.76205531,54:16.8,1228.318,30.68781091,54:17.6,1219.149,28.85366087,54:18.4,1219.534,28.93083799,54:19.2,1284.598,-308.4955046,54:20.1,1228.9,30.80396165,54:20.9
675,39.73877,16875.00,58.21045,54:40.1,111.498,29.54877933,54:40.9,1228.652,30.75447181,54:41.8,1228.28,30.68022606,54:42.6,1219.112,28.84624309,54:43.4,1219.495,28.9230207,54:44.2,1284.557,-308.4987549,54:45.1,1228.864,30.796778,54:45.9
676,39.73828,16900.00,58.20947,55:05.1,111.4941,29.53871362,55:05.9,1228.616,30.74728731,55:06.7,1228.244,30.67304029,55:07.6,1219.073,28.83842421,55:08.4,1219.459,28.9158046,55:09.2,1284.522,-308.5015297,55:10.0,1228.826,30.78919513,55:10.8
677,39.7373,16925.00,58.2085,55:30.1,111.4922,29.53380982,55:30.9,1228.577,30.73950397,55:31.7,1228.208,30.66585439,55:32.5,1219.038,28.83140715,55:33.3,1219.423,28.90858839,55:34.2,1284.48,-308.5048594,55:35.0,1228.789,30.78181168,55:35.8
678,39.73486,16950.00,58.20605,55:55.0,111.4893,29.52632509,55:55.8,1228.538,30.73172048,55:56.6,1228.172,30.65866837,55:57.4,1219,28.82378848,55:58.2,1219.387,28.90137205,55:59.1,1284.442,-308.507872,55:59.9,1228.753,30.77462765,56:00.7
679,39.73486,16975.00,58.2041,56:19.9,111.4858,29.51729182,56:20.7,1228.502,30.72453559,56:21.5,1228.137,30.65168185,56:22.4,1218.963,28.81637018,56:23.2,1219.354,28.89475696,56:24.0,1284.403,-308.510964,56:24.8,1228.715,30.76704438,56:25.6
680,39.73291,17000.00,58.20264,56:44.8,111.4829,29.50980713,56:45.6,1228.466,30.71735058,56:46.4,1228.102,30.6446952,56:47.3,1218.93,28.80975374,56:48.1,1219.315,28.88693899,56:48.9,1284.366,-308.5138975,56:49.7,1228.682,30.76045879,56:50.5
681,39.73242,17025.00,58.20264,57:09.7,111.481,29.50490337,57:10.6,1228.426,30.70936709,57:11.4,1228.065,30.6373092,57:12.2,1218.892,28.80213468,57:13.0,1219.282,28.88032367,57:13.9,1284.327,-308.5169896,57:14.7,1228.645,30.75307483,57:15.5
682,39.73193,17050.00,58.19971,57:34.7,111.4775,29.49587016,57:35.5,1228.388,30.70178264,57:36.4,1228.028,30.62992306,57:37.2,1218.854,28.79451548,57:38.0,1219.242,28.87230496,57:38.8,1284.287,-308.520161,57:39.7,1228.606,30.7452916,57:40.5
683,39.72949,17075.00,58.19775,57:59.6,111.4741,29.48709506,58:00.5,1228.35,30.69419804,58:01.3,1227.992,30.62273642,58:02.1,1218.816,28.78689614,58:03.0,1219.207,28.86528846,58:03.8,1284.247,-308.5233325,58:04.6,1228.567,30.73750822,58:05.4
684,39.72949,17100.00,58.19629,58:24.6,111.4707,29.47831998,58:25.4,1228.313,30.68681291,58:26.2,1227.953,30.61495076,58:27.1,1218.78,28.77967769,58:27.9,1219.168,28.85746994,58:28.7,1284.21,-308.5262662,58:29.5,1228.531,30.73032343,58:30.3
685,39.72803,17125.00,58.19482,58:49.5,111.4688,29.47341627,58:50.3,1228.275,30.67922804,58:51.2,1227.917,30.60776386,58:52.0,1218.743,28.7722586,58:52.8,1219.133,28.8504532,58:53.6,1284.172,-308.5292792,58:54.5,1228.493,30.72273935,58:55.3
686,39.72705,17150.00,58.19385,59:14.5,111.4653,29.46438314,59:15.3,1228.238,30.67184265,59:16.1,1227.88,30.6003772,59:16.9,1218.708,28.76524042,59:17.7,1219.096,28.84303536,59:18.6,1284.13,-308.5326094,59:19.4,1228.456,30.71535473,59:20.2
687,39.72559,17175.00,58.19141,59:39.4,111.4624,29.45689856,59:40.2,1228.201,30.66445712,59:41.0,1227.843,30.59299041,59:41.9,1218.671,28.75782107,59:42.7,1219.06,28.83581789,59:43.5,1284.094,-308.535464,59:44.4,1228.42,30.70816956,59:45.2
688,39.72461,17200.00,58.18994,00:04.4,111.4595,29.449414,00:05.2,1228.164,30.65707146,00:06.0,1227.807,30.58580314,00:06.8,1218.634,28.75040159,00:07.7,1219.024,28.82860029,00:08.5,1284.055,-308.5385564,00:09.3,1228.383,30.70078467,00:10.2
689,39.72412,17225.00,58.18799,00:29.4,111.4561,29.44063902,00:30.2,1228.126,30.64948606,00:31.0,1227.77,30.57841609,00:31.8,1218.595,28.74258091,00:32.7,1218.986,28.82098157,00:33.5,1284.019,-308.5414111,00:34.3,1228.345,30.69320006,00:35.1
690,39.72168,17250.00,58.18701,00:54.3,111.4541,29.43547728,00:55.1,1228.089,30.64210014,00:56.0,1227.734,30.57122857,00:56.8,1218.558,28.73516116,00:57.6,1218.95,28.81376371,00:58.5,1283.976,-308.5448208,00:59.3,1228.308,30.68581491,01:00.1
691,39.7207,17275.00,58.18604,01:19.3,111.4517,29.42928319,01:20.1,1228.05,30.63431483,01:20.9,1227.697,30.56384127,01:21.7,1218.522,28.72794181,01:22.6,1218.915,28.80674623,01:23.4,1283.94,-308.5476756,01:24.2,1228.272,30.67862923,01:25.0
692,39.72021,17300.00,58.18359,01:44.2,111.4487,29.42154061,01:45.0,1228.012,30.62672901,01:45.8,1227.66,30.55645383,01:46.7,1218.484,28.72032126,01:47.5,1218.879,28.79952813,01:48.3,1283.898,-308.5510062,01:49.2,1228.233,30.67084461,01:50.0
693,39.71826,17325.00,58.18262,02:09.1,111.4463,29.41534655,02:10.0,1227.975,30.61934269,02:10.8,1227.625,30.54946559,02:11.6,1218.447,28.71290111,02:12.4,1218.844,28.7925104,02:13.3,1283.859,-308.5540989,02:14.1,1228.198,30.66385829,02:14.9
694,39.71777,17350.00,58.18066,02:34.1,111.4419,29.40399081,02:34.9,1227.938,30.61195623,02:35.8,1227.589,30.54227757,02:36.6,1218.411,28.70568138,02:37.4,1218.807,28.78509154,02:38.2,1283.823,-308.5569538,02:39.1,1228.163,30.65687185,02:39.9
695,39.71826,17375.00,58.18018,02:59.1,111.4395,29.39779678,02:59.9,1227.9,30.60437001,03:00.8,1227.552,30.53488976,03:01.6,1218.376,28.69866207,03:02.4,1218.769,28.77747203,03:03.2,1283.784,-308.5600466,03:04.1,1228.125,30.64928644,03:04.9
696,39.71729,17400.00,58.17773,03:24.0,111.436,29.38876385,03:24.9,1227.862,30.59678365,03:25.7,1227.516,30.52770148,03:26.5,1218.339,28.69124154,03:27.4,1218.735,28.77065445,03:28.2,1283.748,-308.5629016,03:29.0,1228.088,30.64190051,03:29.8
697,39.71582,17425.00,58.17676,03:49.0,111.4331,29.38127943,03:49.8,1227.824,30.58919715,03:50.6,1227.479,30.52031341,03:51.4,1218.302,28.68382087,03:52.3,1218.697,28.76303468,03:53.1,1283.707,-308.5661532,03:53.9,1228.051,30.63451446,03:54.7
698,39.71436,17450.00,58.17578,04:13.9,111.4302,29.37379504,04:14.7,1227.788,30.58200981,04:15.5,1227.443,30.51312489,04:16.4,1218.265,28.67640007,04:17.2,1218.66,28.75561529,04:18.0,1283.667,-308.5693255,04:18.9,1228.013,30.62692864,04:19.7
699,39.71436,17475.00,58.17236,04:38.9,111.4277,29.36734298,04:39.7,1227.748,30.57402373,04:40.5,1227.405,30.50553687,04:41.3,1218.229,28.66917971,04:42.1,1218.625,28.74859683,04:43.0,1283.628,-308.5724186,04:43.8,1227.976,30.61954232,04:44.6
700,39.7124,17500.00,58.17139,05:03.8,111.4248,29.35985862,05:04.6,1227.714,30.56723545,05:05.4,1227.37,30.49854778,05:06.3,1218.193,28.66195922,05:07.1,1218.589,28.74137772,05:07.9,1283.59,-308.5754324,05:08.7,1227.94,30.61235551,05:09.6
701,39.71045,17525.00,58.16943,05:28.8,111.4209,29.34979346,05:29.6,1227.676,30.55964841,05:30.4,1227.334,30.49135888,05:31.3,1218.156,28.65453803,05:32.1,1218.552,28.73395794,05:32.9,1283.553,-308.5783669,05:33.7,1227.904,30.60516857,05:34.6
702,39.70898,17550.00,58.16797,05:53.7,111.4185,29.34359953,05:54.6,1227.639,30.5522609,05:55.4,1227.299,30.48436956,05:56.2,1218.118,28.64691613,05:57.0,1218.517,28.72693912,05:57.9,1283.518,-308.5811429,05:58.7,1227.867,30.59778186,05:59.5
703,39.70947,17575.00,58.16699,06:18.7,111.416,29.33714754,06:19.5,1227.6,30.54447393,06:20.3,1227.262,30.47698072,06:21.2,1218.08,28.6392941,06:22.0,1218.48,28.71951909,06:22.8,1283.475,-308.5845534,06:23.6,1227.829,30.59019538,06:24.4
704,39.70703,17600.00,58.16553,06:43.6,111.4126,29.32837284,06:44.4,1227.563,30.53708615,06:45.3,1227.225,30.46959174,06:46.1,1218.044,28.63207309,06:46.9,1218.444,28.71229947,06:47.7,1283.437,-308.5875675,06:48.5,1227.793,30.58300806,06:49.4
705,39.70654,17625.00,58.16406,07:08.6,111.4087,29.31830777,07:09.4,1227.528,30.53009759,07:10.2,1227.191,30.46280176,07:11.0,1218.009,28.62505255,07:11.8,1218.411,28.70568138,07:12.7,1283.398,-308.5906609,07:13.5,1227.757,30.57582061,07:14.3
706,39.70508,17650.00,58.1626,07:33.5,111.4067,29.31314621,07:34.3,1227.492,30.52290923,07:35.1,1227.155,30.45561225,07:36.0,1217.973,28.61783129,07:36.8,1218.374,28.69826097,07:37.6,1283.362,-308.5935163,07:38.4,1227.722,30.5688327,07:39.3
707,39.7041,17675.00,58.16113,07:58.4,111.4043,29.30695235,07:59.3,1227.453,30.51512171,08:00.1,1227.118,30.4482229,08:00.9,1217.937,28.61060991,08:01.8,1218.34,28.6914421,08:02.6,1283.325,-308.5964512,08:03.4,1227.686,30.56164501,08:04.2
708,39.70313,17700.00,58.15967,08:23.4,111.4014,29.29946812,08:24.2,1227.416,30.50773341,08:25.1,1227.083,30.44123285,08:25.9,1217.899,28.60298721,08:26.7,1218.301,28.68362031,08:27.5,1283.287,-308.5994654,08:28.4,1227.648,30.55405788,08:29.2
709,39.70264,17725.00,58.15771,08:48.4,111.3979,29.29043544,08:49.2,1227.378,30.5001453,08:50.0,1227.045,30.43364353,08:50.9,1217.863,28.59576557,08:51.7,1218.265,28.67640007,08:52.5,1283.247,-308.6026383,08:53.3,1227.609,30.54627093,08:54.1
710,39.7002,17750.00,58.15625,09:13.3,111.3945,29.28166086,09:14.1,1227.341,30.49275673,09:14.9,1227.009,30.42645351,09:15.8,1217.826,28.58834321,09:16.6,1218.229,28.66917971,09:17.4,1283.207,-308.6058113,09:18.2,1227.574,30.53928253,09:19.0
711,39.7002,17775.00,58.15527,09:38.2,111.3911,29.27288631,09:39.0,1227.305,30.48556774,09:39.9,1226.974,30.4194631,09:40.7,1217.792,28.58152254,09:41.5,1218.193,28.66195922,09:42.3,1283.17,-308.6087464,09:43.2,1227.538,30.53209433,09:44.0
712,39.69824,17800.00,58.15283,10:03.2,111.3887,29.26669252,10:04.0,1227.267,30.47797922,10:04.8,1226.937,30.41207312,10:05.6,1217.755,28.57409991,10:06.5,1218.157,28.65473861,10:07.3,1283.132,-308.6117608,10:08.1,1227.501,30.52470633,10:08.9
713,39.69824,17825.00,58.15137,10:28.1,111.3857,29.2589503,10:28.9,1227.233,30.47118937,10:29.8,1226.901,30.40488273,10:30.6,1217.72,28.56707839,10:31.4,1218.122,28.64771845,10:32.2,1283.095,-308.614696,10:33.1,1227.466,30.51771757,10:33.9
714,39.69678,17850.00,58.15039,10:53.1,111.3838,29.2540469,10:53.9,1227.195,30.46360059,10:54.8,1226.864,30.39749248,10:55.6,1217.68,28.55905365,10:56.4,1218.084,28.64009642,10:57.2,1283.056,-308.6177898,10:58.0,1227.427,30.50992995,10:58.9
715,39.69629,17875.00,58.14893,11:18.1,111.3799,29.24398205,11:18.9,1227.159,30.45641109,11:19.7,1226.828,30.39030185,11:20.5,1217.646,28.5522325,11:21.3,1218.05,28.6332766,11:22.2,1283.021,-308.6205664,11:23.0,1227.393,30.50314062,11:23.8
716,39.69531,17900.00,58.14746,11:43.0,111.3779,29.2388206,11:43.8,1227.12,30.44862233,11:44.6,1226.795,30.38371032,11:45.5,1217.608,28.54460873,11:46.3,1218.015,28.62625608,11:47.1,1282.979,-308.6238984,11:47.9,1227.355,30.49555242,11:48.7
717,39.69336,17925.00,58.14502,12:07.9,111.375,29.23133651,12:08.7,1227.082,30.44103314,12:09.6,1226.755,30.37572045,12:10.4,1217.571,28.53718545,12:11.2,1217.98,28.61923543,12:12.0,1282.942,-308.6268338,12:12.9,1227.32,30.48856317,12:13.7
718,39.69287,17950.00,58.14404,12:32.9,111.3721,29.22385244,12:33.7,1227.043,30.43324409,12:34.5,1226.72,30.36872919,12:35.3,1217.536,28.53016331,12:36.2,1217.943,28.61181349,12:37.0,1282.903,-308.6299278,12:37.8,1227.282,30.4809747,12:38.6
